JURISNAME,YEAR,count_Biofuel,count_Energy Storage,count_Natural Gas/Propane,count_Solar,count_Waste Gas,count_Wind,total_Biofuel,total_Energy Storage,total_Natural Gas/Propane,total_Solar,total_Waste Gas,total_Wind,GEOIDFQ
Licking Township,2013,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894345699999
Licking Township,2014,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,810.4,0.0,0.0,0700000US390894345699999
Licking Township,2015,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894345699999
Licking Township,2016,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894345699999
Licking Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894345699999
Licking Township,2018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0700000US390894345699999
Licking Township,2019,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0700000US390894345699999
Licking Township,2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0700000US390894345699999
Licking Township,2021,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894345699999
Licking Township,2022,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.46,0.0,0.0,0700000US390894345699999
Licking Township,2023,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,63.19,0.0,0.0,0700000US390894345699999
Licking Township,2024,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0700000US390894345699999
Lincoln Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2010,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2013,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2014,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2015,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0700000US391174368099999
Lincoln Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0700000US391174368099999
Lincoln Township,2019,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0700000US391174368099999
Lincoln Township,2020,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.04,0.0,0.0,0700000US391174368099999
Lincoln Township,2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0700000US391174368099999
Lincoln Township,2023,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Lincoln Township,2024,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391174368099999
Logan City,2000,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2001,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2002,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2003,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2004,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2005,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2006,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2007,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2008,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2009,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2010,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,2.4,1600000US3944632
Logan City,2011,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2012,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2013,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2014,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1600000US3944632
Logan City,2015,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2016,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2017,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2018,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.8,0.0,0.0,1600000US3944632
Logan City,2019,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,1600000US3944632
Logan City,2020,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1600000US3944632
Logan City,2021,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,141.5,0.0,0.0,1600000US3944632
Logan City,2022,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944632
Logan City,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,1600000US3944632
Logan City,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,0.0,1600000US3944632
London City,2000,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2001,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2002,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2003,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2004,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2005,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2006,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2007,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2008,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2009,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2010,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2011,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,62.93,0.0,0.0,1600000US3944674
London City,2012,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2044.4,0.0,0.0,1600000US3944674
London City,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1600000US3944674
London City,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1600000US3944674
London City,2015,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1600000US3944674
London City,2017,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2018,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3944674
London City,2019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1600000US3944674
London City,2020,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,1600000US3944674
London City,2021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,1600000US3944674
London City,2022,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,37.72,0.0,0.0,1600000US3944674
London City,2023,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.48,0.0,0.0,1600000US3944674
London City,2024,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,45.72,0.0,0.0,1600000US3944674
Madison Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2004,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2005,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2006,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2007,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2008,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2009,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0700000US390494641099999
Madison Township,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0700000US390894650899999
Madison Township,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0700000US390474639699999
Madison Township,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0700000US390454638299999
Madison Township,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0700000US391274655099999
Madison Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2011,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2012,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0700000US390494641099999
Madison Township,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0700000US390894650899999
Madison Township,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0700000US390474639699999
Madison Township,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0700000US390454638299999
Madison Township,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0700000US391274655099999
Madison Township,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0700000US390494641099999
Madison Township,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0700000US390894650899999
Madison Township,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0700000US390474639699999
Madison Township,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0700000US390454638299999
Madison Township,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0700000US391274655099999
Madison Township,2015,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US390494641099999
Madison Township,2015,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US390894650899999
Madison Township,2015,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US390474639699999
Madison Township,2015,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US390454638299999
Madison Township,2015,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0700000US391274655099999
Madison Township,2016,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2016,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2016,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2016,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2016,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390494641099999
Madison Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390894650899999
Madison Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474639699999
Madison Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390454638299999
Madison Township,2017,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391274655099999
Madison Township,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0700000US390494641099999
Madison Township,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0700000US390894650899999
Madison Township,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0700000US390474639699999
Madison Township,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0700000US390454638299999
Madison Township,2018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.6,0.0,0.0,0700000US391274655099999
Madison Township,2019,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,125.8,0.0,0.0,0700000US390494641099999
Madison Township,2019,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,125.8,0.0,0.0,0700000US390894650899999
Madison Township,2019,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,125.8,0.0,0.0,0700000US390474639699999
Madison Township,2019,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,125.8,0.0,0.0,0700000US390454638299999
Madison Township,2019,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,125.8,0.0,0.0,0700000US391274655099999
Madison Township,2020,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,65.3,0.0,0.0,0700000US390494641099999
Madison Township,2020,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,65.3,0.0,0.0,0700000US390894650899999
Madison Township,2020,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,65.3,0.0,0.0,0700000US390474639699999
Madison Township,2020,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,65.3,0.0,0.0,0700000US390454638299999
Madison Township,2020,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,65.3,0.0,0.0,0700000US391274655099999
Madison Township,2021,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,53.34,0.0,0.0,0700000US390494641099999
Madison Township,2021,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,53.34,0.0,0.0,0700000US390894650899999
Madison Township,2021,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,53.34,0.0,0.0,0700000US390474639699999
Madison Township,2021,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,53.34,0.0,0.0,0700000US390454638299999
Madison Township,2021,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,53.34,0.0,0.0,0700000US391274655099999
Madison Township,2022,0.0,1.0,0.0,14.0,0.0,0.0,0.0,3.84,0.0,88.19,0.0,0.0,0700000US390494641099999
Madison Township,2022,0.0,1.0,0.0,14.0,0.0,0.0,0.0,3.84,0.0,88.19,0.0,0.0,0700000US390894650899999
Madison Township,2022,0.0,1.0,0.0,14.0,0.0,0.0,0.0,3.84,0.0,88.19,0.0,0.0,0700000US390474639699999
Madison Township,2022,0.0,1.0,0.0,14.0,0.0,0.0,0.0,3.84,0.0,88.19,0.0,0.0,0700000US390454638299999
Madison Township,2022,0.0,1.0,0.0,14.0,0.0,0.0,0.0,3.84,0.0,88.19,0.0,0.0,0700000US391274655099999
Madison Township,2023,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,67.03,0.0,0.0,0700000US390494641099999
Madison Township,2023,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,67.03,0.0,0.0,0700000US390894650899999
Madison Township,2023,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,67.03,0.0,0.0,0700000US390474639699999
Madison Township,2023,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,67.03,0.0,0.0,0700000US390454638299999
Madison Township,2023,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,67.03,0.0,0.0,0700000US391274655099999
Madison Township,2024,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,86.33,0.0,0.0,0700000US390494641099999
Madison Township,2024,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,86.33,0.0,0.0,0700000US390894650899999
Madison Township,2024,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,86.33,0.0,0.0,0700000US390474639699999
Madison Township,2024,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,86.33,0.0,0.0,0700000US390454638299999
Madison Township,2024,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,86.33,0.0,0.0,0700000US391274655099999
Marble Cliff Village,2000,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2001,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2002,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2003,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2004,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2005,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2006,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2007,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2008,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2009,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2010,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2011,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2012,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2013,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2014,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2015,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2016,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2017,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2018,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,1600000US3947474
Marble Cliff Village,2019,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2020,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,0.0,1600000US3947474
Marble Cliff Village,2021,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947474
Marble Cliff Village,2022,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.22,0.0,0.0,1600000US3947474
Marble Cliff Village,2023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.48,0.0,0.0,1600000US3947474
Marble Cliff Village,2024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.92,0.0,0.0,1600000US3947474
Marion City,2000,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2001,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2002,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2003,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2004,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2005,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2006,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2007,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2008,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2009,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2010,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2011,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2012,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2013,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2014,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2015,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1600000US3947754
Marion City,2017,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2018,0,0,0,0,0,0,0,0,0,0,0,0,1600000US3947754
Marion City,2019,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.8,0.0,0.0,1600000US3947754
Marion City,2020,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,30.56,0.0,0.0,1600000US3947754
Marion City,2021,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,1600000US3947754
Marion City,2022,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,67.86,0.0,0.0,1600000US3947754
Marion City,2023,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.56,0.0,0.0,1600000US3947754
Marion City,2024,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,32.82,0.0,0.0,1600000US3947754
Marion Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390734774099999
Marion Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391014776899999
Marion Township,2000,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474768499999
Marion Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390734774099999
Marion Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391014776899999
Marion Township,2001,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474768499999
Marion Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390734774099999
Marion Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US391014776899999
Marion Township,2002,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390474768499999
Marion Township,2003,0,0,0,0,0,0,0,0,0,0,0,0,0700000US390734774099999
